Comment,Cluster
genuinely hate worthy individual goblin kat,outlier
im happy found site people joke rape pedophilia terrorism killing gay people etc,gender
god rest ye merry focus group may nothing ye dismay make grotesque rape joke prison gay,gender
getting ride comedy club 3 morning woman driving home started talking rape statistic first thought oh damn life become joke second thought gay telling,gender
sexist joke would rape murder,gender
going basis every man kill woman exact reason inherently false,gender
thing people joke 1,gender
gay sort sexual orientation,gender
watching dodgeball first time 8 year fat joke gay joke rape joke within first twenty min,gender
seen tweet love gay people racist joke rape,gender
2014 call ppl pronoun want u 2 use word faggot even ur gay make rape joke say retard thx,gender
rt bitch friend hate alike ð,other_cyberbullying
yeah god told call female fucking bitch,gender
hope family get chance meet god soon,outlier
fucking reprobate,other_cyberbullying
follow around expectantly argument hoping say something,outlier
offended rape joke racism,gender
liberal snowflake,religion
go find safe space sweetheart,outlier
also freak starbucks cup target bathroom law immigrant opinionated woman confident woman mcdonalds gay people atheist muslim pagan,outlier
stay beautiful bitch,outlier
hate pregnant female mad ima call bitch drop baby though,outlier
fact tattoo,outlier
rt sexist prefer making sammich instead reading twitter,gender
think kat think best chef ever,outlier
layy ugly as tried hit joke corny,outlier
like think wan na friend anymore ðð,outlier
wrong argue implying person get laid,outlier
probably rape gay pedo overall offensive joke youtube hate,gender
anything start streaming make pateron video still hilarious,other_cyberbullying
exactly idea sexist amp problematic amp doesnt take account rape gay woman amp trans men,not_cyberbullying
use body leverage gain bodily autonomy,outlier
deserve bodily autonomy amp protest amp use sex bargaining chip,not_cyberbullying
rape joke thing agree,gender
hopefully begin die soon space least see ppl making prison rape joke like used amp crazy standard deviation around usage gay insult shifted,gender
otoh essentialism amp transphobia backlash ever,gender
translation think poor wife daughter passionate ok call minority female colleague fucking bitch,gender
he also christian,religion
way deeper need guy wanted call somebody bitch wouldve,gender
wanted overshadow female wouldve,gender
feel like excessively thought,not_cyberbullying
joke mean boy stay w couple willing adopt,gender
haha remember people like bi woman calling gay joke reason corrective rape straight men get confused who sexually available,gender
personally think woman funny,outlier
lol mane repeat looking far,outlier
ive seen plenty people trans say trans others said took offense know lane,gender
spoiler alert playing bad cop,outlier
also asshole,outlier
rt realize powerful feminism really,gender
rt woman rip man testicle rejected tried swallow,gender
racial gay rape etc joke seriously funny amp say hate,gender
accused rape named farther someone never sex,gender
making joke mental health addiction bullying abuse rape gay making people problem general,gender
definitely inline race gay rape feminist joke,gender
yall bitch tryin make girl jealous passed around female,outlier
rape joke care gay staight pan bi rape joke never funny sick need stop,gender
tuck amp buck sound like punchline gay rape joke,gender
wan na say something gacha life gay video notice ever somebody nasty there like bottom saying rape funny cute,gender
rape crime type joke throw around whenever finish fucking,gender
lol joke lol gay cool rape right,gender
society people make rape racist misogynistic holocaust homophobic enbiephobic joke marginalized people make joke straight white cis men society people thats racist,gender
u complain abt tyranny pc hear u would deeplylove openly make joke abt rape amp gay amp disabled people,gender
check see hurled insult way made gay rape sexist comment,gender
female isnt specific specie woman woman specific human specie,outlier
youre human address,outlier
got point rape joke k bt gay weight std mental disorder joke etc ok tryn protect ppl feeling u period,gender
male anatomy sorry girl,outlier
nation sexist idiot think woman like cattle,gender
gay way persuasive rape,gender
gay filipino comedian apologises news executive rape joke gone bad video,gender
used gay slur made rape joke done thing problematic,gender
love dan death called everyone else would,outlier
thanks alming post,outlier
reason ever started cuz weird fuck wan na call girl female followed derogatory statement bitch,gender
miley cyrus make date rape joke onstage gay guardian,outlier
gay joke appropriating rape,gender
liberal suddenly consider isi threat,outlier
watch audience revolt margaret cho joke rape white gay people breitbart,gender
take peanut size brain find humor calling somebody ugly gay hoe rape joke,gender
think perfect annoying couple,outlier
hopefully someone see,not_cyberbullying
reproductive right men,outlier
epiphany age 8 reading funny page fred bassett,outlier
except fb gay rape joke,gender
rt sexist stand fucking hardened feminist wanker,gender
rape tw make joke rape said sorry people offended apologise wrong act gay kiss men comedy,gender
rt insinuated twitter raping yesterday,not_cyberbullying
also saying woman get raped sexist,gender
still think silly ppl get mad call female woman whatever,gender
everybody bitch hoe anyway,gender
extremely charitable someone know anything professed ideology,religion
much likely quinoa faggy rape rape rape lmao joke gay,gender
make following joke unfollow suicide depression gay rape racist cancer,gender
tied together male rape joke gay panic awful activist dont care,gender
miley cyrus date rape joke go far,outlier
twerker exclaims everyone little gay simulates os,gender
people learn,outlier
pride always come fall,outlier
rt social justice seems type shield behind fashionably racist pig snicker self percei,ethnicity
drudge report video miley cyrus make date rape joke gay nightclub,outlier
seriously female need able cook,not_cyberbullying
faulty logic behind rape away gay practiced lesbian worldwide,gender
know joke rooted dark place real life,gender
maybe gay men openly made rape joke straight men finally understand upsetting okay,gender
rt many guy act like girl twitter day sexist act like whiny bitch,gender
call female colleague fucking bitch tell toughen,gender
homophobia surprise amazed involves bestiality rape murder really try insinuate gay men somehow worse,gender
literally try inure people sexual assault gay men,gender
senator fucking bitch president united state america wish sex trafficker well day,gender
way making america great,outlier
female journalist call white house press secretary mainstream medium rally defense filing story story saying call press sec,gender
like group female friend call one another bitch someone come outside group call one think,gender
youre sexist accusing people sexism joke,gender
joke calling woman duke harmless,gender
slur first gay woman,gender
anyway today colleague showed picture woman bikini said wonder rape world,gender
someone joke laugh raping woman know gay,gender
wonder raise newborn daughter,outlier
said said n word twice called wyatt gay said r word made rape joke,gender
decent man willing call young female colleague bitch,gender
maybe reason republican like sexism engrained mind think as like yoho stand guy,gender
aoc care people yoho ever could,outlier
hallelujah thank evidence,outlier
random rape murder woman,gender
anything casual sexist attitude,gender
paid stooge feminism credibility integrity,gender
woman brave enough conversation,gender
indeed necessary move beyond false divisive comfort,outlier
republican congressman call female democratic congresswoman disgusting fucking bitch step capitol building,gender
helluva lot class dignity hunh,outlier
florida hotbed tolerance,outlier
coworker make loud boisterous rape joke,gender
older white man openly gay kinky,gender
damn turned fast deeply disappointed,not_cyberbullying
rt sexist want girl going cook clean,outlier
take care everything else,not_cyberbullying
stop referring gay people fag stop making stereotypical hateful comment freely public,gender
nobody care feel restricted,outlier
spongebob made prison rape joke care talking cartoon sponge gay youre simply homophob dont care kid,gender
rt depends costume sexist woman league football ever get kind attention,gender
nothing wrong rape joke anthony jessel neck tell five time standup,gender
person really telling rape joke rapist,gender
fuck gay racist rape etc joke crossing line,gender
cw rape joke question griffin joke one rape gay husband prison tattoo shark butt hole would scare rapist away,gender
rt lost told take u anywhere,other_cyberbullying
rape case men victim taken severity female victim please dont start gay joke take fucking seriously,gender
even without rape allegation he stupid purposefully offensive sexist racist incredibly gross,gender
dems slightly le racist sexist rep,ethnicity
oh allowed people choose gay get married keep church state separated,outlier
please tag onto status link stalker chick,outlier
men use word lady omfg sexist lady pretty bad driving,gender
tight end would want labeled going prison,outlier
unfollowed avonspurs day ago believe cyber bully complete cock,other_cyberbullying
trouble ukip joke cardiff ukip candidate gay donkey tried rape horse,gender
show example,outlier
rt thor woman captain america black iron man superior silver,gender
understand rape joke go unnoticed men usually victim,gender
lot comedy also portray gay person movie threat straight people,gender
feminist trend complain fact trending proof misogyny society,gender
implying gay something made fun bring shame upon people hilarious prison rape joke,gender
olly alexander avoids going online due homophobic rape joke year amp year frontman say,gender
kind like lesbian often face homophobia distinctly sexist way gay men,gender
thing like corrective rape among,gender
want take moment also say frequently call thing gay also lot rape joke,gender
joke domestic violence disabled rape gay people,gender
labour actually select jim davidson,outlier
woman treated person planet,gender
rt talk number single american lady understand keep partner,gender
whether danny tosh making rape joke chick fil supporting gay marriage,gender
give enough rope hang,outlier
kinda weird think woman,outlier
gay filipino comedian apologises news executive rape joke gone bad,gender
wait try hards crazy eyed kat amp douch bag go home,outlier
cheat anymore guessing b soon,outlier
rt many tweet degrading men support campaign many woman ca,gender
rt take female sky sport commentator seriously said boom,gender
could go joke target specific type individual minority funny people need learn tweet important,gender
game portraying openly gay character predator dumb rape joke homophobic,gender
liked video male right activist owns feminazi,outlier
done constant top screeching rape joke,gender
ben shapiro spotted tweeting scary gay amp woman fortunately told funny rape joke amp made better,not_cyberbullying
different time 2006 people could make rape gay joke problem,gender
ya every straight guy doesnt support gay want rape daughter,gender
u people joke father deserves worst,gender
ok feminazi scum patriarchy real wage gap bullshit,outlier
rt sexist fully believe support idea gender equality woman really drive,gender
gay race aid hiv rape joke funny af,gender
man response say known outside door would dropped,outlier
gay rape joke recruiting dinner felt incredibly uncomfortable especially gay man,gender
courage accept child,outlier
court ordered stay jemimah,religion
suspicion gay worse,gender
hate rape joke hate censorship,gender
hate choose,outlier
think virgil cancelled whatever,outlier
think joke funny gay rape joke dumb say bad sorry delete tweet queer people think friend said funny,gender
appropriate call female co worker fucking bitch,gender
ill say wtvr fucked racist gay rape friendly disturbing joke want offends ur stupid see beauty,gender
rt always funny seeing white feminist battle black feminist expect world follow group muc,gender
called kid gay fat ugly made rape joke even continue,gender
rt threat either serious,other_cyberbullying
guess view emotional terrorism,religion
maybe 4 gay man forcefully fuck asshole bleeds come back try make joke rape,gender
rape racism joke gay bi genderfluid pan trans etc insult voluntary nudity crime,gender
people still make rape joke one still call people gay fag,gender
tell go fuck go back ignoring best,outlier
thats broken part society cant fix,not_cyberbullying
fight change cheer die,outlier
ex showed video guy jackass talking u find rape joke funny get mean showing believed,gender
blantently used n word f slur around called gay unnatural,gender
hear friend call something gay retarded make rape suicide joke call,gender
trans ideology sexist misogynistic homophobic,gender
gay men calling woman reek gay conversion therapy,gender
rt know feminist think violence okay long victim seriously injured,gender
tell mom left money counter,outlier
also ask sandwich,not_cyberbullying
tonight andrew hastie gay rape joke,gender
plus exposing another medium hoax bolt report podcasts,outlier
riveting little lesson walking catwalk,not_cyberbullying
started watching,outlier
may add use autistic gay joke insult think okay make rape joke,gender
seriously sometimes girl think properly,outlier
rape joke vic said lesbian choose gay guy choose,gender
mainly enormous self love,outlier
bc friend black doesnt give permission say racial slur,ethnicity
bc friend rape victim doesnt mean joke rape,gender
according holly geordie shore sassy halfway slut classy,outlier
president would front page news day medium pursuit,outlier
instead scandal overwhelming make page 10,outlier
everybody get little greasy,outlier
read first 15,outlier
slightly amused,not_cyberbullying
gay rape cancer eye stabbing joke though,gender
rt dont need femisnn heard femists trying write book sequel called mock meningbird,outlier
genuinely interesting question,not_cyberbullying
course answer predictable boring,outlier
guess gay chicken make new rape joke golden st,gender
many people believing medium spout guy gon na rape man didnt realise cu medium anything throw dirt name,gender
love throw word gay make look homophobic joke,gender
rt way men think fucking stupid,gender
clearly product time could make rape joke like clean gay rape joke,gender
sudeep invite though,outlier
always source oppression believer non believer,religion
boy comment journalist wanting keep church closed beneath,outlier
christian woman human boss filth brushing,religion
unbiased right lie,outlier
congress mukt bharat certainly happen congressman like dont change idealogies keep sounding like idiot,religion
actually dont need enemy,outlier
white supremicists,ethnicity
wont appease throwing white supremacy,outlier
hate amp want destroy israel amp jew amp know,not_cyberbullying
wen 95 ot population happy united one nation inspite diversity,outlier
f u preach otherwise,outlier
say ground operative islamic terrorism,religion
blame 100 islamist terrorist organization,religion
bjp guy always support bad muslim make bad stop supporting idiot,religion
idiot rakshabandhan hindu festival hindu nature protect cow,religion
gut put poster tweet muslim festival,religion
think junk u r born halala pl check ur dna bcz u people marry ur chacheri mamaeri phuphurei sister u mentain ur actual face amp lastly result halalaa,outlier
abdul right hv u gut say anything islamic terrorism bcz r ur com,religion
say let make white palace mosque let open hagia sophia worship muslim,religion
understand old turkey like idiot teach teach,religion
muslim brotherhood president egypt removed 2013 obama,religion
restrict jihadis terrorist conspiring ghazwa e hind dar ul harb jihad hindu hindutva hindusthan humanity gt r rakshak hindu hindusthanis protect maa bharati always backstabbed aalsi laalchi secular ignorant selfish hindu gt jihadis gt eliminate,religion
penny clear example radical right wing hypocrisy,religion
mention support illegal unethical action called christian,religion
visit muslim country see woke right beheaded like 2 british girl idiot thought vacationing morocco good idea,religion
u accept godse terrorist still hypocrite,religion
islamic terrorism hindutva terrorism etc,religion
every religion,outlier
russian hindu come support victim religious persecution russia hand orthodox christian radical alexander dvorkin,religion
country facing islamic terrorism,religion
israel helped u many time war,outlier
muslim act like erdogan never anything wrong disgusting,religion
think kurdish brother sister idiot,religion
need really get right god stop lying true christian woman often espoused tell truth,religion
nothing worth losing soul donna,outlier
oh look idiot doesnt want miss opportunity virtue signal call justice,other_cyberbullying
already happening illham called either right,outlier
want public lynching stoning like muslim country,religion
prophet cuted penis,outlier
islam religion terriosm,religion
biggest chutiya earth,outlier
humanity call called jihad,religion
sharia taking injustice new height,religion
look democrat support cultural site never say word weekly basis church bombed christian tortured name islam,outlier
wake democrat radical islam going eat alive let,outlier
like protester anti caa first order idiot understand got nothing indian muslim addition idiot list,religion
republican getting radical right support impeached trump christian group start call president removal,religion
idiot still support go whatever,other_cyberbullying
pseudo secular card victim card played muslim,religion
reason hatred know,outlier
let tell u hard truth kashmiri killed much soldier innocent people including kashmiri pandits sympathy general public today one give fcuk people support islamic terrorism,religion
uighur muslim china led onto train headed concentration camp organ harvested idiot country tearing statue looting rioting beating civilian bc know oppression,religion
welcome world islamic terrorism,religion
dumbass idiot dont right tell feel,other_cyberbullying
religion found disrespectful u muslim,religion
right feel way stfu,outlier
ill die celebrate anything muslim enjoy new fakeass religion,religion
abc islam muslim fighter war monger discusting distructive isi,religion
abc u put war mongering passage together quran u come allah perfect muslim would terrorist,religion
dont think read quran cherry picking quote probably given site people,religion
great news,not_cyberbullying
kristina lyke honest hard working intelligent christian woman belief human life precious american constitution bill right defended,religion
u r talking 1948 u know world facing islamic terrorism u need study lot u r totally wrong trust totally,religion
see mentality idiot want see jail rascal basterd,outlier
im regular guy see he snake sure ultra christian tout fall shtick,religion
enough called human right violation poke,outlier
wish commented rather today christian woman dragging forced conversion islam pakistan,outlier
straight christian woman boycotted chick fil many year support anti lgbtq policy alt right politician pac,outlier
every single person duty take stand,outlier
mine small probably insignificant make feel good,other_cyberbullying
lastly news idiot compare modi right wing populist elsewhere,outlier
oversaw massacre minority community elected teach muslim lesson,religion
bearing false witness good look nice christian woman like,religion
time rw idiot call muslim pig jihadis terrorist everyday basis,religion
check sm see hashtags trending word,not_cyberbullying
seem like statement without intention,outlier
cause dress nicely speak well,outlier
tell 26 year old muslim man ought look,religion
terrorist nation pakistan started recruiting kid wage jihad india,religion
high time save world save humanity,outlier
go number muslim country see first hand,religion
southern christian woman cajun backgrund apparently care feeling mob right,religion
jonathan southern christian respected federal character hence appointment muslim northerner head efcc inec balance,outlier
expected idiot hiding aso rock,other_cyberbullying
thank uniting hindu world platform islamic terrorism kashmir,religion
u really great job hinduism ever loanee kind act,religion
show support coza rapist quickly ironed suit went climb stage solidarity,gender
want even imagine outrage radical christian group kidnapped killed muslim cleric,religion
try put together shitty economy status fuckin state try provoke others around,outlier
prophet muhammad saw jihad serve humanity love kindness peace terrorist jihad kill amp maim innocent people,religion
like killing taking inspiration quran others muslim,religion
bcoz million time dangerous hindu hindutva hindusthan humanity must hindu hindusthanis hindutva survive converted hindu hv bcam muslim jihadis rapist looter terrorist due,religion
rt court hear case designate state sponsor terror,religion
jew regularly slaughter muslim pogrom,religion
imagine would happen muslim controlled got hold,religion
u said terrorist terrorist u r islamic channel take u seriously,religion
khow u never said islamic terrorism,religion
propagandist idiot believe apartheid india,religion
ih f bernie co spreading islamist communist b propaganda india,religion
dare erase death injury loss hindu delhi riot calling solely anti muslim,religion
law protects woman,outlier
mohammed phony law abuse woman,religion
obvious target weapon issue,outlier
right say anything like right christian woman tell take cross clearly mean nothing,religion
absolute filth,outlier
jay support democrat party persecute christian jew amp aligns radical islam,outlier
jesus christ would liken democrat party pharisee brood viper,religion
worry log eye rather speck mine im supporting 45 protects christian,religion
know heard lie,outlier
trump respected president around world,outlier
amp idiot think obama respected,ethnicity
respected laughing stock,outlier
bunch idiot,other_cyberbullying
pouring kerosene head waiting one light,outlier
ministry minority one representative muslim,religion
case change name,outlier
sadly ct gone radical left,religion
alleged christian joined rank support killing baby believe jesus another jew even say merry christmas,religion
usually start arguing logic,outlier
funny critisize islam muslim everyday get hate critisize israel place get hate,outlier
another guilt feeling fool,outlier
islam attacked conquered 2 3 christianity crusade,religion
mohammed child bride,religion
isi marries child,outlier
start saying radical christian nut support,religion
hate mongering piece filth,outlier
joking left nothing guy suck every possible thing possible time british religious war make religious politics killed million division biggest hindu muslim still going bcoz idiot forever,religion
hearing muslim country say pandemic god hearing nut job america wisconsin cheese hat tv saying god,religion
shes using seat muslim brotherhood agenda america,religion
blind completely idiot,other_cyberbullying
killed laborer killing corona help destroy economy government,outlier
taking hospital doctor equipment,outlier
talking india injustice dictatorship going,religion
seem go positive issue human right amp peace policy,outlier
seen goodwill asiabibi christian woman case,religion
doesnt ban anyone based religion,outlier
ban refuse adhere foreign policy law agreement,religion
follower ignorant read actual order,outlier
muslim actually better behaved religion lead,religion
ive asked around muslim havent even heard nonsense,religion
jihad correct word,religion
islamic terrorist world use word atrocity humanity,religion
want ask ummah brotherhood stop using word first,religion
would worshiping god terrorism,outlier
religion cause behind muslim leader tackle idealogy extremist using passage quran albeit distorted interpretation passage turn people terrorist 1 2,religion
doubt friend every place isi could murdering child,outlier
radical islamic terrorism allowed like majority people awared defend,religion
goi definitely identify antinationals one spare every anti india action reaction u need face,religion
matter belongs radical evangelical christian group anti lgbtq,religion
eat chick fil mean support anti lgbtq organization view point,outlier
went far tell change station want,outlier
murder one right murder another human,outlier
christian woman never understand woman face god knowing murdered child child,religion
way saying approve muslim men raping child scumbag,outlier
ignore problem create distraction,outlier
people say thats r killed day yesterday 110 muslim mean islamic terrorist killed 3 hindu sadus hindu seriously humanity thats inhumanity jihad prophet mohammed teach,religion
said kill single innocent human murder entire humanity,outlier
bloody terrorist,religion
woman trump love whenever asked christian woman support trump,religion
first like put thing perspective,not_cyberbullying
christian democrat believe killing baby convenience go right,religion
either lot pan africanists sense deliberately disingenuous,ethnicity
try hard dis white devil,outlier
compare freedom people america let say muslim majority country,religion
left right woman malesia christian woman muslim woman,religion
fucking moron slavery approved right quran,outlier
quran 2 191 193 risk safety australian living australia terrorist,religion
high time baluch ppl stand fight right,outlier
u ppl r facing ethnic cleansing,outlier
also islamic terrorism porki army puppet,religion
terrorist use holy book political agenda,religion
one state solution influence historical religious link holy land,outlier
rather affirms holy land equal islamic christian status,religion
support one state hardly radical proposal,religion
might want check dp,not_cyberbullying
he black look,ethnicity
islam considers woman one big sex organ part exposed,gender
reflection perversion prophet,outlier
gave lisence right wrong,not_cyberbullying
tweet redical islamist laughing death indian,religion
typical muslim response excuse muslim barbarity pointing elsewhere,religion
false profit say right thing,outlier
okay child locked cage molested,outlier
true christian woman,religion
contradiction faith leader frankly maseeh changed view throughout life,outlier
change color like chameleon,ethnicity
tomorrow recognized muslim idiot bring proof posted,religion
rt muslim assumed bomb threat anti muslim infidel targeting,religion
trump got back campaign openly targetted mexican muslim,religion
u behave like rounder seeing reach god know many fake news u put brain many time u used hindu muslim cow even need spread hate,religion
youve joined dude who implied palestine known today muslim entity existed form israel,outlier
3k idiot liked completely misleading post,other_cyberbullying
dr said jihad bring terrorist back humanity,religion
two least country majority muslim population albania boznia ezergovina,religion
many christian country count middle east much big christian minority anatolia,religion
republican dont tell belief dont align trump,religion
warned danger republic,outlier
proud christian dont support god trust plastered governmental building currency flag,religion
israel protecting muslim persecution global,outlier
later verse abrogated earlier verse remains violent imperialist,religion
dear gayl thousand pakistani like love u good human social icon best cricketer world,religion
muslim love prophet friend bilal black african muslim,religion
shit stupid idiot player calling bad name,other_cyberbullying
lmao islamaphobes think soon eat halal theyre gona start reciting quran,religion
backlash original support base force reverse caving group,outlier
expect strong reaction,outlier
wat happened 2 american aid worker isi held territory,outlier
4 islamic terrorist display humanity window opportunity 2 wage jihad,religion
al taqiya jihadi playing religious distraction jihad provide cover shelter muslim jihadis rapist looter terrorist conspiring ghazwa e hind dar ul harb jihad hindu hindutva hindusthan humanity next hindu genocide partition ethnic cleansing,religion
happening right dont say something idiot rest moron hollywood,other_cyberbullying
right second muslim kidnapping selling black men woman slavery,outlier
hadith arabian penninsula muslim rest till destroy israel,religion
israeli indian western world silent violence,outlier
term something called equality humanity,outlier
people terrorist injustice india,religion
havent heard islamic terrorism,religion
must say r terrorism worst ever terror group,religion
sad 1st reaction white christian woman,religion
bet claim christian went private school friend family south say good christian family disappointed race religion right,religion
harris article u researchered subject,religion
islamic terrorism prevails nearly 60 70 world,religion
hindu ask usa 9 11 done due theorey,religion
indian come conclusion enough wrng,religion
clear link taliban isi isi one amp,outlier
every dastardly terrorist attack orchestrated pakistan,religion
even worst epidemic jihadis think beyond quran,religion
know nothing present accepted already agree,not_cyberbullying
mind muslim enemy anyone disagrees tommy idiot,religion
want change today world standard medieval age,religion
want thing done place muslim minority,religion
sick tired right wing idiot,outlier
cut head gay,outlier
child marriage,outlier
throw ppl building,outlier
religion disgusting terrorist hate mongering piece filth,religion
nothing individual,outlier
cease useful idiot need anymore,other_cyberbullying
called christian evil hateful radical religious fraud,religion
hijacked christianity mask hide deplorable heart amp mind,religion
evilgelicals baptist catholic etc support orange antichrist follow christ teaching,religion
also fgm islamic problem claim human right abuse,religion
read white christian woman story mutilated doctor u,religion
innocent unborn prefers heaven world satan dwells,religion
thus christian woman natural right store treasure heaven rather pas child fire moloch,religion
wish could one,not_cyberbullying
86 member far right religious party 55 year prison term taking part violent protest acquittal christian woman blasphemy case,outlier
uncle really ft cussing shit gone like look nephew ya granny right im getting beat tf christian woman see,ethnicity
call idiot think muslim arab,religion
babble like moron muslim throwing gay building,religion
islamic jihad biggest threat humanity islam,religion
indian army saved 3 year old muslim kid father killed muslim terrorist,religion
precious crpf jawan also martyred cowardly attack,religion
jihadist rape stone christian woman death syria christian human right group reported last week 60 year old suzan der kirkour found dead outside village al yaqoubiyeh,outlier
yes written holly book kill peple name islamic jihad also spsyco murderer criminal humanity terrorist,religion
christian woman lie right,religion
christian woman find repulsive,religion
thank others keeping 2a right feel safe sickos like,outlier
say good christian woman go right ahead,religion
short sighted kind calling people idiot disagreeing,other_cyberbullying
investigate make clothes chocolate etc,outlier
british empire still worst,outlier
talking spanish inquisition,outlier
least muslim afforded decency leaving,religion
kill even though deserved invaded occupied 700 yr,religion
im sorry fact rumor,outlier
spreading like fact,outlier
oh thats right guy shoot aim,outlier
fact dont matter repeat lie enough like bleach vaccine,outlier
course isi amp terrorist org r advocate islam r misinterpreting suit master political interest,religion
nothing teaching islam,religion
show written quran kill human unjustly infact isi killed 98 muslim,religion
hindu humanity want survive gt cremate secularism minoritism asap,religion
brother make fake account people converting islam cringe,religion
realize embarassing pajeets larp muslim woman white girl idiot,religion
right destroyed america,outlier
great going bunch idiot,other_cyberbullying
first black office first muslim office turned back black,ethnicity
think chose biden dem known support black running mate,ethnicity
yes caq amended quebec charter right without consensus showing reliable way defend human right canada,outlier
far hurt woman sikh muslim though one christian woman fighting law showing law sexist,outlier
muslim terrorist shooting around world,religion
know one obama wanted import truck load,ethnicity
according article also part racist harassing muslim woman stillwater week ago incident bunch idiot said made,religion
suggestion must muslim priority already created division bill point act match stick see kafir kafir trend social medium shia comming mess state behaves idiot,religion
maratha came british getting ruled muslim 1000 yr,religion
also idiot ppl pakistan belong land r since 1000 yr embraced islam land ownership change chnage religion,religion
however think,not_cyberbullying
difference isi prophet mohammed microbrain,religion
yes also read write understand arabic quran say spread islamic terrorism create isi osama,religion
need learn religion islamic terrorist like,religion
u sold press wahabi islamic terrorism openly funded qatar ur ngo share,religion
idiot anti india critical modiji amp shahji forcaa amp nrc congress appeasement minority benefit ignored modiji scholarship computer etc knowing anyone illegally country must deported amp muslim citizen affected shah,religion
donna brazil full think right talk anyone else,outlier
donna usually chin deep da claim innocent christian woman,religion
obama also ever want use word radical islamic terrorism even thought,religion
others used term country obama,ethnicity
heart divided,outlier
well stated freshman congresswoman horseman apocalypse,gender
obama anti christ know sure christian woman fighting child right,religion
case wrong amp many possible saved,not_cyberbullying
nothing justify jihad terrorist,religion
humanity innocence,outlier
shame patient making vulgar sign roaming nude inside hospital ghaziabad cmo tell police,outlier
burden earth amp biggest threat humanity,outlier
saving terrorist waste time money,religion
rt graphic growth radical islam following 6 year care nurture coddling u democrat,religion
one rotherham telford barrow huddersfield halifax rochdale etc etc,outlier
oh youre lefty note,not_cyberbullying
support tyrant islam produce nothing tyrant,religion
caliph sultan tyrant,religion
call christian vote stand agree support murder unborn,religion
muslim brotherhood using black life matter destroy western civilization,religion
ask two hundred million people murdered,outlier
think ppl attends iftar party secular attend mandir communal,religion
actually everybody pappu like idiot,other_cyberbullying
notorious congress traitor,outlier
rt australia lebanese muslim husband 12 year old pregnant wife arrested sexual abuse,religion
worshipper pedophile prophet room call anyone biggot since islam religion hate bigotry,outlier
plse give example whr jihad defense,religion
terrorist activity r onslaught humanity,religion
dont start discussion 2020 muslim selling black men woman slave woke idiot say nothing,outlier
lmao replied kamra fool one getting back shit hole,gender
slam jihad boy grandfather k,religion
lled terrorist indian army saved boy religion curse humanity,religion
cause living condition,outlier
single mother,outlier
wealthy elite whove controlled purse string 100 year,ethnicity
right wing idiot like defend even though know wouldnt piss fire,outlier
youre type idiot rather say nonsense research slef ethiopia independent nation africa repelling nation trying inslave 3 time ethiopia also one older orthodox muslim nation idk whole,religion
johnson idiot stupid joke laughing starma asked question treatment minority muslim china demeans office,gender
think calling christian woman insult wrong,religion
care president country,outlier
heard usmca,outlier
legislation right try prisoner reform unemployment lowest,outlier
thing good,outlier
nice isi get together one place take trash,outlier
christian nigeria face immense persecution fearing abduction torture murder radical islamic jihadist,outlier
one pastor killed boldly told world dont worry,outlier
thank god everything,outlier
atia need correct speech idiot belongs muslim brotherhood terrorist hate whole nation muslim christian,religion
thing islamic terrorist 3,religion
fact laugh deny want policeman said suspended case well muslim get hurt religion hindu suffering idoits,religion
ohh really,not_cyberbullying
sadhvi pragya thakur bomb blasting davinder singh carrying two terrorist along towards delhi reaction islamic terrorism,religion
need shown ur level u see nothing beyong religion,outlier
yes muslim murdered 80 million indian,religion
wat written accession document subsequent change article 371 different thing,outlier
kashmir always part india,religion
islamic terrorism crushed,religion
im love conservative far right christian woman already,religion
erm think nation footbal fan dominated veggie muslim trans people,religion
misreading public mood around quite spectacularly,outlier
u still seem think bbc sky somehow capture mood dont,outlier
sir fake image kashmir get worldwide publicity real one,religion
everyone see real face islamic terrorism,religion
u need introspection,outlier
waste shitty ideology,religion
oppose quran killing person unpardonable offence islam,religion
condemn kind terrorism american army destroyed amp killed many people african country world sealed american terrorist,religion
tiktok shes proud christian woman fight lgbtq right,religion
sure ur msw any1 cry 2 leave family proceeds 2 put 2 c,outlier
listen decent christian dont support radical islamics support terrorist orgs hate american,outlier
thanks much make idiot muslim surely known ask thank much giving chance explain lost proof one important proof sharing hope get proper detail,religion
doesnt give right talk personal life,outlier
also abstinent christian woman doesnt make miserable human hate others,religion
every one aware dirty mind coward r trying implement divide rule never happen idiot day u something mischievous indian everyone forget whether hindu muslim sikh christian kill indian,religion
know scum mohammed engraved hatred jew islam,religion
corona jihad pak reason sending corona patient pok,religion
rouge nation blot humanity world fighting corona low life sending corona positive terrorist attack india,religion
another expert idiot thing,other_cyberbullying
hate muslim follow one feel good,religion
ask many church burnt india,religion
islamic terrorism exists world,religion
tell abt country whr terrorist organisation run hindu,religion
hindutv amp terrorism r diff notion,religion
muslim grooming gang prey majority white sikh girl,religion
smart woman act like idiot,other_cyberbullying
understand blm martin luther king shit blame white destroy home cop killed black man,ethnicity
brother never stood justice,outlier
racist man supported burning mesjids amp muslim belonging live stream medium amp also made petition lable 30 milion qeerroos terrorist,religion
criticising arr muslim,religion
beyond religion,outlier
people community love,outlier
iam pure hindu,religion
somewhere world muslim war jew christian hindu buddhist taoist atheist anamists,religion
u raised ur voice islamic terrorism ur country pakistan,religion
child early age must trained love care animal especially animal distressed thirsty hungry,outlier
