Username,Comment
@raniejornales,Biden got served....he had no come back....already lied bout having troops dying under his administration compared to Trump's. Did je forget about the 13 troops he left behind & brought back in casckets? Such an embarrassment.... Not surprised CNN don't want comments on their uploaded YouTube video ...the can't handle the truth & reactions 🤪
@raniejornales,Trump 1.... Biden 0
@elguton,YouTube is suppressing comments!
@makimomoo,Biden came for an exam primed with questions and answers beforehand. He failed miserably. Great fun to watch these two murderers debate. Clearly America is run by blackstone and blackrock aka AIPAC. America in obvious decline. A fake imperialist empire crashing.
@huongtathu5033,"Trump & biden are very old to candidate, do you think same me"
@umoabasute9424,Advice Of The Day: Elder Abuse! Question How can anyone not see how @POTUS Sleepy 😴 Joe is mentally and physically incapable of leading this country? Yet Sleepy 😴 Joe’s enablers are going to do all that they can to keep him going to run in his condition. SMH 🤦‍♂️! Elder Abuse.
@jamesbuchan140,And I thought my country’s government was a shambles. Come on America get the right man back in office and that senile old man in a home 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿
@Clockwork_Myr,"2:10:32 dude, people have not respected us for a lonnnng time, neither of you two fools can take credit for that 😂"
@AnarkistGaming86,Old Joe is  completely useless 😂😂😂
@hannah3845,TRUMP 2024!!!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸MAKE AMERICA GREAT AGAIN!!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
@BlythPer-co1ug,Trump didn’t win but Biden lost it.
@johnbaumbach1103,Listen when i watch gas go down to $1.35 under Trump then gas go back to $3+ under Biden it tells me everything I need to know. Food was finally going down now $500 can barely cover two weeks. It's insane and people still defend Biden.
@WordontheStreetYAVFAMemployeep,"The problem is not Democrats or Republicans, but blind allegiance to politicians and the belief that they have authority over us."
@sanatghosh7905,Hope this kind of debate happens in our nation.
@lizzle213,"I truly hope to see one day real politician’s actually working for all the citizens of the UNITED STATES, America you guy’s need to realize that this is all part of the program and agenda , American needs reel people in government position, not this club members making everyone else work for their luxuries lifestyle all at the cost of the normal citizens #wakeup
God bless America"
@breedixie1667,Talk about a job overseas..  I lost my 15 year career under u Biden. Bc u sold it for cheaper wages to overseas. I worked my whole life and built. U cut my legs off. And I am making half as much now. I support myself. Cut my income in half and have to pay inflation prices. It's called BYE. Middle class always suffers under this dem administration. Always. I'm not going to be on welfare and I'm not killing myself to work for the debt you put us in. Period. I'm holding mine down.
@audielowe2700,Very obvious Biden has dementia..very sad and scary for our country
@breedixie1667,And I appreciate you Trump for holding your composure and controlling your tongue. And still being direct and honest at the same time.
@YourDad-ls5vy,2:11:40
@Whosmanisthis676,how come every time Biden speaks it looks like he opened the Covenant of the Lost Ark
@fabianwee,"Americans, wake up ,, you shaft an elder who cannot cope with the demand and you still shaft him up infront.. This is unfair to Biden and those who care about Biden would not have done it.. It is like if you care for Ukraine,, you don,t want to be minced meat.. Americans go after those whose selfish and greedy agenda makes the old man a clown on stage.."
@wesleyblevins5280,"Both of the Candidates have their drawbacks, but Biden clearly doesn't have the mental capacity"
@clareyangzhu,Inflation is the result of corporate greed
@OfficialKylePalmer,Looking atvjoe waiting for the writers is crazy
@OfficialKylePalmer,CAN I SPEAK FACTS!!! SAD TRUTH: Joe Biden can dismiss a lot of things because him. And his organization are reaping so much benefits off of the country. It's disgusting. Do you not see behind biden
@OfficialKylePalmer,"Ayyyyyyyyyyy we got a man,,,,, Griner!!!"
@OfficialKylePalmer,Joe... u made us broke
@OfficialKylePalmer,"It's true, as a veteran and a soldier, i support trump"
@OfficialKylePalmer,"When biden says, My son spent a year in iraq... im like... i could spend a year in your wifes 🐈 and you wouldnt know. But use that as a point clown"
@jonahlove7973,I'm voting for the turd sandwich.
@flaccidego4291,I can't believe u media. Why are u turning on Biden. He needs us now more than ever. C'mon Democrats are president need us. We must defete Trump. Are democrisy is at steak!!!
@aetherflow,"2:00:50 
Fast forward to beginning..."
@thomasfryxelius5526,"What an absolute horrible human being Biden is. 
Over and over he repeats slanders against Trump, proven false many times."
@cesarsuarez9179,Joe Biden needs to be the president needs to be in the White House
@mossad-watching,I approve of Trump. He is good for Israel 💪🏻💪🏻💪🏻
@PurushaDesa,"“ If you love this country, watch the debate.
If you hate this country, watch the debate.
If you hate yourself, _definitely watch the debate._ “"
@eLyoko22,2:59:19 I can't watch anymore I'm out..
@nicholaslott4575,Biden is an absolute joke!
@5eurocups2005,"Remember when all of the liberal commentators were saying that Biden was ""sharp as a tack"" now he needs to step away? It's only because the whole world can see how incompetent he is. The leftist media has hidden this bumbling old man's faults for 4 years, now they can't."
@fhjjhjgcvjjkkk8680,Trump.
@claytonchristian4863,"RACISM IS A TOTAL WASTE OF TIME,  ENERGY AND HUMAN RESOURCE

THIS IS THE MAN WHO WAS SUPPOSED TO BE PRESIDENT AFTER OBAMA BUT BECAUSE OF RACISM HE WAS NEVER ALLOWED TO RUN. NOW AMERICAN IS GONNA GET THE PRESIDENT IT DESERVES.  AND THE WORLD IS WAITING....                 https://youtu.be/AVxRmNO6Qs0?si=G2rJIVqu28EWODpF"
@allen7986,"I always believed the presidency of the u.s. is bigger than the man holding it. I am voting for the direction I want the country to continue which is the center/right politically.  The term is only 4 years and, God forbid if Biden passes, after a short Harris administration we get to decide to keep her or boot her out. Maybe by then the republican party would have move away from the political far right cliff it wants to plunge the nation now."
@zuhgzuhg,"Trump 2024, lets go boys"
@brianoreillycomediancartoonist,https://m.youtube.com/watch?v=8LYZ7tnoBSA
@jonathanneo688,USA is the most powerful military in the world.. but at least sometimes They do not threaten or take what is not theirs What about the small countries.. when USA is like china 😔
@charlesmills6621,It's a sad state of affairs when the American people have no choice other than a senile old man and a mentally unstable old man for President of the United State of America. The two political parties of greatest significance are useless. Wake up America!  Don't let them  limit your choices at the ballot box.
@suzieheid4496,Who gives a F@CK about abortion when I'm just trying to afford groceries and my car insurance right now?!
@suzieheid4496,I laughed so hard when Biden regurgitated the entire week's worth of preparation into his first two minutes. I knew at that moment he was over.
@jacquismith6035,Trump really is the biggest narcissist EVER!!!!   He's in a league of his own - more deluded than even Hitler was!!
@Literature-ft8ru,"2:40:32 Source from U.S. House of Representatives Committee 

""..Yesterday, the Subcommittee posted this video from January 6, 2021, which was recorded by Alexandra Pelosi and provided directly to the Subcommittee by HBO. In the video former Speaker Nancy Pelosi stated ""I take responsibility"" for the security failures of the Capitol that day. 
 
“As Nancy Pelosi was being evacuated from the Capitol on January 6, 2021 she admitted that, as Speaker of the House, she was responsible for the security failures, and for not having the National Guard at the Capitol,” said Chairman Loudermilk.

“However, after the dust settled from the breach of the Capitol, she spent 20 million taxpayer dollars for her January 6 Select Committee to create a narrative that shifted the blame on President Trump. The Democrats’ partisan select committee went to great lengths to suppress and hide evidence that didn’t support their predetermined narrative about that day, including this video of Speaker Pelosi admitting that she was responsible for the security failures at the Capitol. My committee will continue to investigate and expose all the facts. The American people deserve the truth.”

This video shows Pelosi in a moment of leadership acknowledging that as Speaker of the House it was her responsibility to ensure the safety of Members of Congress that day and every other day.  However, Pelosi never publicly took responsibility. Instead, Pelosi created the January 6 Select Committee with the purpose of publicly blaming Donald Trump for her own failures. 

Despite Pelosi’s claims yesterday on MSNBC that Republicans are engaging in revisionist history, this clip proves what Republicans have said for three years: it is Pelosi who has been determined to revise history and shift the blame away from herself for security failures at the Capitol on January 6.

Click here to view the letter sent to HBO."""
@jw791plus3,"Who cares what the courts say, even many Democrats know the election was not right"
@jw791plus3,Anyone that believes Biden is being honest needs to go to Palestine and protest for LGBTQ xyz rights
@Literature-ft8ru,"2:27:44 Our VETERANS ASSISTANCE has been FAILING our freedom fighting heros for nearly 4 years! I see a dozen homeless vets on the street just baking in the southern 110+  degree California summer sun begging for bread.....
Their account in the VA is SO BACKLOGGED they never get their benefits and some do.
We need the BEST!!! Therapists dor our freedom fighting Heros. They should never have to pay for taxes. And they should all have amazing cuts to buy homes and make it very easy for them to own a home. If they suffer from PTSD or other mental illnesses, they should have all the resources covered for them. I dont care if my taxes get raised. They deserve all the help and support they need to get back on their feet. If they need prosthetics, they ONLY DESERVE THE BEST! Give them the best mechanical engineering our American engineers can produce. 
If I could even ask for taxes I want to pay for their coverage of their needs through tax. 
The vets have been silenced for nearly 4 years under this. 
We need to take care of our own. Immigrant social security is depleted our resources as millions come in it takes a whole year to make a dispute for disability for those who desperately need it. 
Illegal immigrants is what I mean. 
I have loced ones from Guatemala and Mexico. I love my family from Spain, Portugal, Middle East and Puerto Rico. None of them want this. 
It's weaking our economy. And our politics put a viciously wrapped blindfold and ductape on our voices from even saying this seriously. 

Don't give us excuses. Public servants ought to serve. 
Make it happen."
@nimalr5111,"Got to totally agree with Trump, Russia , Ukraine war was not one which should have started at all but because of Biden. If Biden is re-elected, there will be more wars or even the third world war. People of US, please act with sense."
@idontknowwhoiamyet631,"CNN is sugarcoating the statistics WAY too much. Groceries are up by about 400% and housing has doubled, in some places tripled, since 2020. 

I’m surprised these two idiots didn’t call them out on that. None of them have my vote. 🚫"
@justaguy-69,"we already know 40% of america is too brainwashed by cnn, msnbc etc. to think clearly enough to vote responsibly and something needs to be done..........."
@Literature-ft8ru,"Looking forward to fast forward through the new media narrative to see the debate. 
News manipulation is my pet peeve. No matter what source. They can keep their money making rant on our nations division they profit upon"
@Literature-ft8ru,"Our nation has been easily divided by our news media. They make great views pitting us all against eachother. 
Neither can quit manipulating us to hate eachother. Both parties need to examine why they do not want us to love our fellow man and be united.

If that cannot be their driving purpose, they need to be defunded. POST HASTE."
@GerryMander-hs2bk,"""not one single court in America said any of your claims had any merit""
50percent of planet + hundreds of videos and other irregularities would like a word with you"
@GerryMander-hs2bk,"Biden afraid of the mic 🎙️ 
We like presidents who aren't afraid of the news media"
@raidonbay,"Fact checks during debates are needed because of Trump. 
I remember in speech classes back in High school.  The moderator would interrupt to clarify if there was a false statement or lie.
High School debates have better rules than our recent debates. Ok you finally did the mute button. 
Trump quoted lies, Biden had troubles communicating. 
But we should not have to vote to keep the other guy out.
Dumb 2 party system. 
Im voting blue or writing in my Mom on local elections."
@dglenday8705,Trump only appears competent because Biden is soooooo.....
@dannyg4707,I live in Ireland and I find it hard to believe the American people will be so stupid to elect Biden again. It's blatantly obvious Biden is so corrupt.
@gage-dd7cj,Trump 2024❤❤🎉🎉🎉❤❤❤🎉🎉🎉🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟❤️❤️❤️❤️❤️❤️❤️❤️❤️
@evajon6738,Biden is a joke and his lias are ridiculous I’m glad I was alive and very aware during Trump presidency and now Biden’s … and when Trump was in White House life was much easier and affordable economy was great I had money I didn’t need another job now I do need it … Trump 2024 all the way to White House!
@JoeBiden.12,"While I'm still in the Oral Office, all Americans can eat chocolate chocolate chip ice cream. When Trump comes, everyone will eat tangerine sorbet. This is not the future I want for your children. Want your children."
@ashley9795,That’s ridiculous how do debate someone(trump) that literally just makes up random lies the whole time and aren’t fact check this was a joke
@isluderea8322,Over 300 Millions in the USA and they only have a very old guy and a criminal psychopath than can be their president? What a joke….
@Based_Is_Best,"Joe Biden is the perfect embodiment and representation of leftist ideology and its resultant DNC policy.

In what ways would the cabinet and administration be different? in what ways would the policy and execution be different with a different DNC candidate?"
@piyushdomadia,MODI FOR INDIA AND BIDEN FOR USA are equal-Disaster
@joet8613,The answer is the wall! Trump was correct that saves our economy bigtime it's not rocket science😂
@Chefdavid07,Grampa vs Grampa hahaha
@joet8613,Biden is so clueless thank god he's gone in November 😂
@ForeverYoung45,I really love all the love I've found here in the comments 😂❤🕊️
@GallagherChristie,Two 80 year old presidents arguing about who is better at golf on national tv......
@DylanSnider,"Wow they're trying to make us view the candidates based on honesty and not cognitive ability, but Biden didn't even succeed in that example. But Trump did."
@ReneeMulder-s3i,Big slanging match. Call this a debate? Christian values thrown out the door.
@ReneeMulder-s3i,Big ugly slanging match. Call this a debate? Christian values thrown out the door on both sides.
@DylanSnider,Let Biden resign and go home to be with his family. He deserves better than to be put under this stress. It's elder abuse to push him onwards.
@GymandFitness-td9nw,"America is a Joke... Biden is not  thinking well, why he continues? for me that is not respect for all Americans!"
@mikecastro4744,"Wow! And now, we have just witnessed America'$ dumbe$t!!!😂😭"
@elmensajero7295,"Respect Trump goes into Rally's on every City of the US, cold, hot weather, He is in shape for the Job! / Never seen biden even go out to the garden on the WH."
@josierodriguez1389,"I just found out that President Biden had an affair   with a married woman . That was Jill Biden when she was first married. Her first Husband divorced her. So, she end up marrying Joe Biden. How about that."
@TheGeniusHaileyPerlstein,MAGA TRUMP 2024❤❤❤
@elmensajero7295,"Is biden real?? geee / Pls MASSIVE VOTE TO TRUMP and Gard the computers, don't let them make another fraud!"
@TTTTyme,“This is effectively over” - Democrats
@allyswords8604,I absolutely love watching two senile white men argue over golf!
@funtimeswithfefe242,#trump2024
@nicholasmenezes6371,Listen for it at 3:16
@chrisrobert6491,I can’t understand nothing from what Biden is saying. Geez
@Christine4music,You can count on the commentators on fake news nbc to be liars
@fractal4619,Deleted 5 of my Biden comments. I'm starting to believe Trump
@Christine4music,"If there were real fact checkers, Biden would be setting off the alarms with every sentence."
@geekgod43,"How are these the two people we have to vote for, we need to do  better, as America and Americans."
@DM-gl4hs,"So does he know something we do not?  
are aliens coming?"
@user-xp9pt1jq4c,Trump again?
@FUCK_ISRAELL,"You can tell when the amphetamines start to wear off. His energy, tone, and confidence start to spiral 📉📉"
@aileens7928,Isn’t that  a pad on Bidens podium?
@megankinnaird9372,"If I make more than 45k in the state of Oregon I go from a 12 percent tax rate to 21 percent. This is lower middle class to middle class salary. Why is it that the lower class is being taxed more???? I saw more money per pay period with trump in office. I get taxed about 800 dollars per pay period. Yes, a lot of that does have to do with states, but at the same time, one of Joe Bidens first intial arguments is that trump had the most outstanding national debt (while lowering the tax bracket for the middle class.) Meanwhile the middle class is basically being eviscerated with Joe Biden in office. Help that make sense."
@stand355,Both are so bad. This is why we need R Kelly to be President.
@monkeeseemonkeedoo3745,"duh, it was soooo bad"
@rhondahill3269,"""Separating babies""? 🤦‍♀️"
@rhondahill3269,"Roe V Wade 
1) did not establish limitations
2) was not a ""law"""
@imshaunnurse,Tax is way higher than 8 percent on income.
@arthurfreitas568,Biden is too old.
@bradleylove8606,The idea my son has done anything wrong is sickening.  You are a liar!
@vidinty1790,"Don't you see?, all of a sudden the press and democrats are questioning Biden, this debate took place strangely before the nominations, to expose the condition of Biden, they know there's no way he is winning, and this will justified a change in the democrat nomination (maybe Michelle Obama).  If you cant already tell this man has never been in charge of the presidency, now he is useless to them, so they need another puppet. https://www.youtube.com/watch?v=LOvwaOiW2kI"
@epicdude7468,Bidens whole argument is that's a lie.
@jw791plus3,"Remember ""poor kids are just as bright as white kids"" 
False president biden"
@jw791plus3,The hottest in history?  Thats a lie.   See levels are not higher like that
@westportlife,Agent Orange? They Were Still Spraying The Fields in 1971 & Now Our Veteran Are Getting Their Benefits? What About Those That Have Died Before Hand Due To Agent Orange!!!
@viktorkovalev9601,Imagine still supporting Biden after this debate💀
@helderfilipe2000,Imports from china costing more to Americans its not the answer. If you want to disgrace china by banning all goods is a diferent issue. China will sell at the same price and Americans will pay for the extra bill
@josephfuselier,"Biden was verbally stumbling and in later broadcast was wide eyed shock look in terror on some issues. Not rocket science  to see who is coherent in speaking about direct issues affecting our country. Look at the example of the illegal immigration. People coming in from Iran,  Pakistan,  India, Russia,  and even China illegally.  Obviously human trafficking smugglers are getting rich and Biden and Karmala Harris are stupidity blind to the realities of 
What is happening to our country."
@lordlc,"I hate this country. As citizens, we're really all we have"
@JohnCONORt1000,Joe is not doing so good on his speech 😢😢😢 he lost  at the end of most speech 😢
@Someguyorgirlfulness,"It's a total disgrace, shameful and sad how Biden was used by the deep state all this time to what end? Destroy the US from within? Sad times we live in"
@jw791plus3,Nobody attacked the capital other than federal agents attempting to rile up the few people they could
@josephfuselier,I can't wait until President Donald Trump   and be elected again. Our nation has gone through too much B.S. in power struggles. President Donald Trump focuses on issues and in his Buisness style has action plans that he will do. No grey areas there at all! The economy and illegal immigration are paramount. Biden is way too old and he tends to walk off stage when asked questions. Trump knows national security and defense needs. In Afghanistan 🇦🇫 Biden waited far toolingand the Taliban got 86 Billion dollars worth of munitions and night vision goggles. General Milley should have been removed and replaced. Advanced intelligence showed the Taliban fast moving in the areas. We had some aircraft own out to Pakistan and other areas. Trump has the buisness plan as Biden/ Karmala Harris Administration are totally clueless. So much so that Democratic Party are talking about removing him from the party candidate ticket! It is a no brainer to see that Trump is clear thinking and has better buisness planning skills far superior than what the Democratic Party  could ever have! Illegal immigration is shocking as Joe Biden is guilty for letting all of this happen.
@jw791plus3,Biden hasn't told a single truth yet
@helderfilipe2000,"Trump or biden. Both disaster  . Biden is senile and trump is a lier. Trump had the same question 3 times because he couldn't respond, and biden was not prepared when he had time to disfigure trump lies. A total collapse.  Basically biden team is weak to prepare debates and his team should let him know how weak he is. Trump just make assumptions on how great he is in the entire usa history and cannot answer any direct questions. Usa is full of stupidly right now and have a dodo and a zombie running for usa democracy.  What a moment of ignorance new ideology you have right now. Given Ukrainian territory for peace is the same saying hitler should be allowed to conquest the world land to avoid a deeper death toll.  Disgrace"
@Parekhjosh,I m with. Trump
@westportlife,"I WILL BE VOTING FOR TRUMP THIS YEAR!!! GOOOO TRUMP! Overwhelmingly Mind Blowing As It Is Beautiful - #motivation #motivational #trending
https://youtu.be/32lANz6j5mU"
@markthompson1831,HOW DID WE GET TO THIS POINT???
@tedolsen6251,"Set debates aside, think about the damaging decisions Biden is making and has made. He has sealed his fate as the worst president in U.S. history - period. If you can defend him or vote for him I have nothing to say."
@freedom89123,"Wow, one of Trump's Fart was picked up by the Mic 🎤.  Hal Sparks on youtube has a recording  of it."
@melaninfuture,What was Jim Crow Joe thinking? Smh.
@jamesjazzy8040,"Picture Biden in just one more year. Forget about four years.... I feel bad for the guy, but he's being pushed into this."
@JoBlack-dg6ey,Genocide Joe says he knows the difference between right & wrong. Confirms he believes genocide is ok
@cjblaze83,"Climate change rn is not at the top of the issues.
Its immigration, crime, and the insane cost of rent, housing, and the cost of goods and services.
Oh wait that's here in Canada too."
@Andrew-ep4kw,"I just watched some footage from the first debate in 2020 and the difference is stark.  Then, Biden still modulated his voice, made eye contact with the whole audience and sounded confident and lucid.  Now, he stares into space trying to regurgitate all the talking points fed to him.  For reference, here's the first debate: https://www.youtube.com/watch?v=pjW6WKpSCeQ"
@imshaunnurse,Lol raising taxes means less revenue and less to pay people. Unemployment would soar through the roof. If they hire too many people they will be bankrupt due to the minimum wage and tripled taxes. So mass layoffs will happen. Its common sense but some people dont understand economics
@gizmozr1,Trump 2024🙏✌️
@edale65,"Destroyed, no matter what lies they were pumping into his ear Obiden was a goner a long time ago,,,"
@sookie4195,"Biden’s team set a low bar. They only hoped that he could stand for 90 minutes. Well after watching, he stood for 90 minutes but his presidency won’t stand the test of time."
@freedom89123,Disappointed 😞 of CNN not fact checking!
@jordanstanleynkonde5181,"If you watched this debate, you would know the winner. Biden vs Trump....🤣🤣🤣"
@gbbg7548,get the democratic criminals out! let the world rest and be at peace
@daveloyer3042,barely hear Biden
@stephenbrown937,All I’ve heard is reasons to vote Kennedy!
@smickitoad,Everything is somebody else fault.
@kristianwrona2039,Like honestly how does anyone actually understand what Joe says
@amaj4evr,Why Biden look guilty😂
@fromgreetings,"For the love of god, is this Americas finest?"
@levyarborough,"Whoever they choose to replace Biden will have the hundreds of millions of dollars of promotional money to sell a new face to the dems!!! The Trump campaign (and all of us) need to remind everyone that it is not about Biden, it's about the woke dem machine that has been using him as a puppet for 4 years! No matter who they choose to replace him, the same ""values"", lies, agendas and results will keep multiplying unless Trump can be elected to clean up this awful mess!! We need to remind all sides that we have all been lied to about this administration since Biden became president and that the Biden administration is one of the the most terrible frauds, ever perpetrated on this country! And when this administration replaces Biden with a new puppet, the USA will only continue to be run by incompetent, mentally ill people until Trump gets in to repair the country!!"
@Formula1875,"My family made a lot more money with Trump in office than now, in fact I’m paying thousands more!!!! That has never happened to me before. Biden has failed."
@monicakuo8196,Debates cannot represent one person's victory or defeat. The strength of a country depends on everyone's internal unity; leaders pay more attention to everyone's support.
@peterlustig8778,Biden is a criminal going after his political opponents. Why does no one mention that the Supreme Court has just ruled that hundreds of the cases brought against the protesters on Jan 6th are A GOVERNMENT OVEREACH trying to procecute peaceful protesters after the capitol Hill police willings let them in? They locked this people up for NO REASON. What kind of SCAM is CNN and Jake Tepper?
@jw791plus3,Some things are up 1000%.  Groceries are up over 50%
@karinalombrozo3257,Good lord!
@TTTTyme,Biden was stomped and caught in a lie at 6:24:10
@TTTTyme,"I was a 6 handicap, I was a 8 handicap. Biden automatically caught in a lie"
@peterlustig8778,Who will vote for this retirement home candidate. That is beyond me.. It's not about Trump anymore it's about Biden You want 4 more years of Biden at the brink of a nuclear war?
@TTTTyme,"Number 1, Number 2…. Well, we’ve proven Biden remembers how to count to 2"
@TTTTyme,"Don’t forget, your child tax credits end this year. Biden won’t renew it."
@user-nb5ds3yl3r,There should be young one ..in this race
@travisrembold577,Did Biden really just say that more people came across the border while trump was in office
@geniusfun19,"If NBC really cowardly removes people’s comments, why not go remove every other comment on the entire internet?????"
@user-ru7kf8ow7w,The only thing black people care about is reparations and they won't talk about it all they want to do is duck all accountability
@christianpayne8996,“We have over 1000 trillionares” 😂 what a joke
@geniusfun19,Remove my comment then coward NBC 😮But every normal human can see sleep Joe is such a joke 😂
@christinaturner1546,Where is RFKs debate
@c.d.simpson9814,"This is Elder Abuse, where are the investigators?"
@Jrlryan1333,I use to be a democrat but after what Biden has done to this country it’s ridiculous to think I could do another 4 years of this. Let’s get trump back
@kennylei7022,Trump is solid
@josesalvador4578,"JB was stumped, stammered, and simply trumped....and I'm an independent voter. If anyone has seen The Office (American version not British), Biden is starting to show his Scranton roots :)"
@jfidel3943,good entertainment
@Jarot,I dont know if any questions were answered during this entire video
@mayal6072,"My only question to the two parties is that there are no other than these old people to run for the presidency. We are tired of them and their nonsense. They only talk about wars, killing and displacement, and they do not care about the people, high prices and poverty. We do not have money for housing. They have cut off aid and health insurance from us, and they are sending money to wars and to Ukraine and Israel"
@cashmerebolden4473,"It amazes me thay people forgets Biden has a speech impediment. I get his voice is horse, and thay doenst look good, but the amount of lies told by DJT is wild. Im so disappointed in the moderators and CNN for not flagging those loes. Even if they didn't address it in real time, there should have been some sort of signal to alert people that his stament was not truthful.  This was a failure on their part to keep these lies from being circulated even further."
@Sir_Magnetron,"For the EU this is pure comedy, sorry USA.,. but how can you let these fools rule your country 🤣🤣🤣"
@TTTTyme,The video is out there. Biden called black people super predators. These “no proof” claims by the media are a cover up.
@iamjustjudy,When did Biden's voice get so high pitched? He sounds like he's wheezing when he talks.  Give the dufus some oxygen.
@juifnoirbwata7632,Trump wins the Debate
@ladharms,For Trump
@flybikes29,RFK 2024
@mathieuguillet4036,Mental constipation from Biden. Pathetic.
@coldsoldier313,"Biden is stubborn, and his selfishness will cost the democrat party. Easy win for Trump"
@matt1234mk,I hate the mute thing 😡😡😡
@Nunya-lx1ri,"Oh lady, please don't compare about half of Americans, especially Democrats, to ''loyal soldiers.''"
@jamesriddle8986,"Lol ""he had a cold"""
@mellowfellow88,It’s crazy how Biden thinks that people are so dumb that they don’t know how to fact check every single lie he says…what a joke
@jamesriddle8986,Biden brought up the good people on both sides quote... all you have to read the quote to see how the biden supporters twist the truth and run with it.
@Rantmas,25th amendment.
@withOsamaNatto,@6:16:23 was that a far?!!
@pursuit_of...1783,"Jesus people, can we get a fact checker in real time?! The amount of lies that can be shpealed in such a short amount of time is shocking."
@jamesriddle8986,"Did a little fact check, they ranked James Buchanan the worst us president lol"
@SOIFEMI,Double haters? Kind of starting to hate my country
@antoncheungzxa,Obama is better than both all
@PeterParker-gt3xl,"Fact check is missing, then again, some people do not care, J 6 is an example. Surprise? Nah."
@victorperez-fo9lx,"Trump i Putin acabarian con toda la locura de guerra Mundial contra el cabinete perverso del agenda 2030 de biden , vive Trump et ces alliés"
@mostafa-number-1,"America needs a woman president, someone who is completely against genocide, war, and financial corruption, and who cares about the environment. The Earth is continuously getting warmer, and it is only America that must take the first step to fix this problem... Someone who solves issues with economic and commercial methods, not through war and violence. some one who seeks harmony for all the world, because the whole world is actually depended on Americas actions."
@robcortez929,100 to 120 for groceries BS
@jamesriddle8986,Did he say the government will give you 10k to black people buying their first home? What about me?! I don't get 10k for my first home because I'm white! Is that the world we want to live in?
@samdrips4515,If we don’t get trump in office we’re done for
@SOIFEMI,Yall clearly want people to vote for Biden lol
@antoncheungzxa,Why the candidats are so old?😂
@scepticskeptic1663,omg he looks so old he reminds me of my mum who has dementia
@SOIFEMI,Biden is not fit for presidency and neither is trump. America is going to fall this year unfortunately. And we will be the 4th best economy in the world by the end of this year
@christopherarocha92,Bro Biden looks horrible what the lol. I’m going to vote Trump this time.
@user-ky9sn4cl8w,"Tromp,Tromp,Tromp,Tromp,Tromp,Tromp 💯 💯 💯"
@AlexandraDmitrieva135,"The Democrats have let down the nation. They hid the true situation from the public, manipulating Biden like a puppet. There should be outrage over the deception and manipulation carried out by the Democratic Party. They put national security at risk for their own political gain. We stand at the edge of a potential global conflict, with Biden overseeing nuclear weapons despite his declining mental and physical health. The Democratic Party has failed"
@cirmonopoly,What was Biden trying to say at 2:11:51?
@jordankelch2947,Ummm... what just happened.
@Ghosts727,How can Biden say this and not believe it Number 1 when Putin said he will take ukrain in 5 days he wasn’t lying it would have happened if he didn’t have to fight all nato countries at once if it was only ukrain without any help it would have takin under 5 days just to be real ⁉️
@MToner,Trump 💯
@diegoaaguilarj.5060,NBC trying to fact check Biden on his favor.. disgusting
@shawniacano1675,There should be an age cap at 65
@jameskeable9946,A Presidential Golf Match has to be part of the campaign surely!
@Ghosts727,When I hear Biden speak it shows me almost any American can become a president and when I hear trump than I do not feel the same way and just base on that I chose TRUMP
@user-qf8gd9or4d,write in the name sandy parker hagee
@kendannon4435,It's like Biden doesn't even know about the immigration without assimilation stuff.
@cruzader3151,"NBC, CNN,  are the most dis honest, what a disgrace."
@sdembla9,3:16:00
@DizzyLizzy1258,"Your opinion, that’s not our opinion we the people you’re lying yourself"
@DizzyLizzy1258,"No everything that Trump said was the truth and everything that Biden said, and you as well is a lie"
@user-si1fo4nk3h,Everyone hating each other because of Blue and Red... Wake up America! Our government is the problem!
@DizzyLizzy1258,"The fat checking you guys are liars too, and January 6 like I said before was we the people telling you guys? Hey wait a minute you need to investigate the cheating that we saw as a people I know for a fact that President Trump was winning in Pennsylvania the night before they shut everything down and the next morning he was at 42%. How can you go from 65% of the votes down to 42 by cheating?"
@HorrorFan_MNF,2:21:32 😭
@jdubber4dubbs62,😂Biden sure did airlift alot people out of Afghanistan alright... They were all hanging from the bottom of the planes falling to there death's.
@faticus5369,"These liberals are truly delusional! They got something nefarious up their sleeve? Biden is creepy, plain and simple."
@adamhodgin583,Trump 2024
@PompeyBoy66,"Biden exit stage right, Mrs Obama enter stage left."
@mikectw1850,Trump won the previous election and if you believe intelligent americans dont know this mainscam media.
@ytronik,"Watching these two persons is just sad, it’s like watching a meteorite getting closer to the ground over the horizon"
@GentleManOnly3,IF ONE SIDE SAYS THE OTHER SIDE IS BAD AND THE OTHER SIDE SAID THE OTHER SIDE WAS BAD THEN WE HAVE A BAD PRESIDENT NO MATTER WHAT
@fractal4619,The photograph of babies in cages was from your time as vice president under Obama Mr. Biden. The photograph was retracted without admitting that by the press including YOU CNN.
@taylort8674,"How many memes are going to be spun using Biden's face during this debate?
""Alzheimer's: Have fun finding the easter eggs you hid!"""
